gene	start	stop	strand	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
IWDSQPUC_CDS_0050	18625	19134	+	SAMN10397789_p1	-946.2415	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	141	195.59874	9.57536349788802E-58	No_custom_HMM	No_custom_HMM	No_custom_HMM	141	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
IWDSQPUC_CDS_0051	19128	21263	+	SAMN10397789_p1	-11971600000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	15	918.744873	1.84971762740392E-275	No_custom_HMM	No_custom_HMM	No_custom_HMM	15	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
IWDSQPUC_CDS_0053	21466	23013	+	SAMN10397789_p1	-592165700	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	21	374.085785	3.20968090742629E-111	No_custom_HMM	No_custom_HMM	No_custom_HMM	21	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
IWDSQPUC_CDS_0054	22958	25099	+	SAMN10397789_p1	-33474370000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	133	966.180908	2.0556781218601E-290	No_custom_HMM	No_custom_HMM	No_custom_HMM	133	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head maturation protease	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
IWDSQPUC_CDS_0055	25174	25491	+	SAMN10397789_p1	-93.58764	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	122	101.815086	4.08845064655007E-29	No_custom_HMM	No_custom_HMM	No_custom_HMM	122	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head decoration	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
IWDSQPUC_CDS_0064	30845	31327	+	SAMN10397789_p1	-1144.295	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	384	80.599854	2.84081667121345E-22	No_custom_HMM	No_custom_HMM	No_custom_HMM	384	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AZQJNICA_CDS_0030	12573	13142	+	SAMN10436686_p1	-9096.035	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	426	190.369705	6.85679586724937E-56	No_custom_HMM	No_custom_HMM	No_custom_HMM	426	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AZQJNICA_CDS_0031	13142	14779	+	SAMN10436686_p1	-18473600000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	2	149.104691	4.37588500456022E-43	No_custom_HMM	No_custom_HMM	No_custom_HMM	2	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AZQJNICA_CDS_0032	14783	16360	+	SAMN10436686_p1	-2270440000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	113	615.820129	4.3040710269154E-184	No_custom_HMM	No_custom_HMM	No_custom_HMM	113	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AZQJNICA_CDS_0033	16360	17763	+	SAMN10436686_p1	-29736620	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	220	319.628662	1.00243638655679E-94	No_custom_HMM	No_custom_HMM	No_custom_HMM	220	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	minor head protein and DNA pilot	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AZQJNICA_CDS_0037	18866	20014	+	SAMN10436686_p1	-955071.9	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	328	339.380798	6.29119207054372E-101	No_custom_HMM	No_custom_HMM	No_custom_HMM	328	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head maturation protease	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AZQJNICA_CDS_0038	20021	20410	+	SAMN10436686_p1	-145.0691	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	1731	89.444252	3.94412705565506E-25	No_custom_HMM	No_custom_HMM	No_custom_HMM	1731	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AZQJNICA_CDS_0039	20451	21344	+	SAMN10436686_p1	-233351	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	371	404.522308	5.42537571141348E-121	No_custom_HMM	No_custom_HMM	No_custom_HMM	371	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AZQJNICA_CDS_0042	22253	22690	+	SAMN10436686_p1	-532.9907	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	209	58.289814	1.68682247856754E-15	No_custom_HMM	No_custom_HMM	No_custom_HMM	209	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NBDKFJBC_CDS_0005	4006	3539	-	SAMN10601626_p1	-1449.693	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	384	97.087593	2.79030603796991E-27	No_custom_HMM	No_custom_HMM	No_custom_HMM	384	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NBDKFJBC_CDS_0014	10517	9480	-	SAMN10601626_p1	-6236241	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	6020	290.393707	3.63023910833326E-86	No_custom_HMM	No_custom_HMM	No_custom_HMM	6020	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NBDKFJBC_CDS_0015	10898	10557	-	SAMN10601626_p1	-15.94651	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	49	70.013008	3.89559822864543E-19	No_custom_HMM	No_custom_HMM	No_custom_HMM	49	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head decoration	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NBDKFJBC_CDS_0016	12264	10912	-	SAMN10601626_p1	-6250332	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	53	457.632294	1.85875597141167E-136	No_custom_HMM	No_custom_HMM	No_custom_HMM	53	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head maturation protease	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NBDKFJBC_CDS_0017	13813	12257	-	SAMN10601626_p1	-3137910000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	21	500.086395	3.00880972469164E-149	No_custom_HMM	No_custom_HMM	No_custom_HMM	21	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NBDKFJBC_CDS_0019	15995	14019	-	SAMN10601626_p1	-1787990000000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	15	676.27948	2.81489851837233E-202	No_custom_HMM	No_custom_HMM	No_custom_HMM	15	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NBDKFJBC_CDS_0020	16485	15883	-	SAMN10601626_p1	-5983.298	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	57	120.797478	1.29871300114879E-34	No_custom_HMM	No_custom_HMM	No_custom_HMM	57	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
QQIFXPOX_CDS_0002	1629	139	-	SAMN10963619_p1	-16980770	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	21	207.259552	7.17881503374005E-61	No_custom_HMM	No_custom_HMM	No_custom_HMM	21	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
QQIFXPOX_CDS_0004	3921	1855	-	SAMN10963619_p1	-342864100000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	15	722.886841	2.41073745182894E-216	No_custom_HMM	No_custom_HMM	No_custom_HMM	15	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
QQIFXPOX_CDS_0005	4414	3911	-	SAMN10963619_p1	-74.52578	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	141	155.842514	1.51128807425472E-45	No_custom_HMM	No_custom_HMM	No_custom_HMM	141	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
QQIFXPOX_CDS_0019	8906	8736	-	SAMN10963619_p1	-8.62197	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	141	45.838543	8.53655571385043E-12	No_custom_HMM	No_custom_HMM	No_custom_HMM	141	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
QQIFXPOX_CDS_0086	41299	40283	-	SAMN10963619_p1	-3774288	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	29	152.184311	4.89262909315898E-44	No_custom_HMM	No_custom_HMM	No_custom_HMM	29	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
QQIFXPOX_CDS_0087	41688	41338	-	SAMN10963619_p1	-67.0096	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	49	44.718056	2.44063655541378E-11	No_custom_HMM	No_custom_HMM	No_custom_HMM	49	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head decoration	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
QQIFXPOX_CDS_0088	42922	41732	-	SAMN10963619_p1	-393881.7	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	53	249.165955	2.52660981920405E-73	No_custom_HMM	No_custom_HMM	No_custom_HMM	53	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head maturation protease	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EOGCWDNJ_CDS_0034	16330	16881	+	SAMN10963736_p4	-13255.15	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	426	114.026382	1.80919853577033E-32	No_custom_HMM	No_custom_HMM	No_custom_HMM	426	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EOGCWDNJ_CDS_0035	16878	18530	+	SAMN10963736_p4	-5667958000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	38	312.129852	2.00280005789306E-92	No_custom_HMM	No_custom_HMM	No_custom_HMM	38	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EOGCWDNJ_CDS_0042	23478	24113	+	SAMN10963736_p4	-10382.22	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	215	26.038174	8.9156371009228E-06	No_custom_HMM	No_custom_HMM	No_custom_HMM	215	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	structural protein with Ig domain	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EOGCWDNJ_CDS_0043	24172	25188	+	SAMN10963736_p4	-35412830	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	29	92.341087	7.05868187915614E-26	No_custom_HMM	No_custom_HMM	No_custom_HMM	29	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EOGCWDNJ_CDS_0045	25562	26692	+	SAMN10963736_p4	-1109106	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	113	149.429398	2.63605208236273E-43	No_custom_HMM	No_custom_HMM	No_custom_HMM	113	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EOGCWDNJ_CDS_0046	26680	28020	+	SAMN10963736_p4	-1906266000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	220	302.621979	1.36157604451607E-89	No_custom_HMM	No_custom_HMM	No_custom_HMM	220	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	minor head protein and DNA pilot	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
TOBHYYYK_CDS_0024	12733	11711	-	SAMN10970911_p1	-57420550	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	68	399.42337	1.80899909779168E-119	No_custom_HMM	No_custom_HMM	No_custom_HMM	68	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
TOBHYYYK_CDS_0025	14550	12730	-	SAMN10970911_p1	-74440660000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	5909	350.784698	9.4966947907276E-105	No_custom_HMM	No_custom_HMM	No_custom_HMM	5909	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
TOBHYYYK_CDS_0027	14724	15611	+	SAMN10970911_p1	-44733.85	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	73	260.789001	3.87469369185486E-77	No_custom_HMM	No_custom_HMM	No_custom_HMM	73	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head scaffolding protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
TOBHYYYK_CDS_0028	15648	16670	+	SAMN10970911_p1	-3048123	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	70	383.389648	1.95994181034621E-114	No_custom_HMM	No_custom_HMM	No_custom_HMM	70	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
TOBHYYYK_CDS_0029	16674	17390	+	SAMN10970911_p1	-33579.63	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	74	241.63176	1.50761791134367E-71	No_custom_HMM	No_custom_HMM	No_custom_HMM	74	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
BCSOECPP_CDS_0045	20760	21347	+	SAMN11039182_p1	-39381.28	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	57	123.215088	2.35974242277157E-35	No_custom_HMM	No_custom_HMM	No_custom_HMM	57	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
BCSOECPP_CDS_0046	21235	23208	+	SAMN11039182_p1	-2658918000000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	15	728.355408	5.39006866743431E-218	No_custom_HMM	No_custom_HMM	No_custom_HMM	15	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
BCSOECPP_CDS_0048	23412	25016	+	SAMN11039182_p1	-18951320000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	21	506.928589	2.59037051649249E-151	No_custom_HMM	No_custom_HMM	No_custom_HMM	21	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
BCSOECPP_CDS_0049	24991	26286	+	SAMN11039182_p1	-8247540	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	53	383.276276	6.13320416864334E-114	No_custom_HMM	No_custom_HMM	No_custom_HMM	53	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head maturation protease	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
BCSOECPP_CDS_0050	26286	26624	+	SAMN11039182_p1	-56.91527	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	49	39.906963	7.42124322708033E-10	No_custom_HMM	No_custom_HMM	No_custom_HMM	49	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head decoration	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
BCSOECPP_CDS_0051	26687	27718	+	SAMN11039182_p1	-755258.1	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	29	277.451202	4.76229903840014E-82	No_custom_HMM	No_custom_HMM	No_custom_HMM	29	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VYLDRWWH_CDS_0023	17692	16505	-	SAMN11287979_p2	-914698.2	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	10	291.023712	5.90920464128272E-86	No_custom_HMM	No_custom_HMM	No_custom_HMM	10	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VYLDRWWH_CDS_0024	18569	17697	-	SAMN11287979_p2	-6319.434	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	1684	365.674103	3.49893108420077E-109	No_custom_HMM	No_custom_HMM	No_custom_HMM	1684	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head maturation protease	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VYLDRWWH_CDS_0025	19879	18572	-	SAMN11287979_p2	-173360.7	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	12	387.660889	3.00506702117208E-115	No_custom_HMM	No_custom_HMM	No_custom_HMM	12	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VYLDRWWH_CDS_0027	21794	20079	-	SAMN11287979_p2	-7468546000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	9	589.973022	2.39149081852799E-176	No_custom_HMM	No_custom_HMM	No_custom_HMM	9	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VYLDRWWH_CDS_0028	22264	21791	-	SAMN11287979_p2	-590.9405	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	83	188.107346	3.61880671354167E-55	No_custom_HMM	No_custom_HMM	No_custom_HMM	83	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
UEPRXTIG_CDS_0023	15334	14618	-	SAMN11547079_p2	-62798.25	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	74	222.853851	8.25696111677244E-66	No_custom_HMM	No_custom_HMM	No_custom_HMM	74	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
UEPRXTIG_CDS_0024	16358	15351	-	SAMN11547079_p2	-2971380	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	70	380.95929	1.0747795423908E-113	No_custom_HMM	No_custom_HMM	No_custom_HMM	70	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
UEPRXTIG_CDS_0025	17276	16398	-	SAMN11547079_p2	-320997.4	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	73	268.934448	1.27683438248285E-79	No_custom_HMM	No_custom_HMM	No_custom_HMM	73	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head scaffolding protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
UEPRXTIG_CDS_0027	17451	19247	+	SAMN11547079_p2	-3294460000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	5909	352.422119	3.00997869569946E-105	No_custom_HMM	No_custom_HMM	No_custom_HMM	5909	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
UEPRXTIG_CDS_0028	19244	20275	+	SAMN11547079_p2	-420869.2	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	68	393.095093	1.52041008266912E-117	No_custom_HMM	No_custom_HMM	No_custom_HMM	68	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KEPAAQCL_CDS_0026	17897	16869	-	SAMN11937831_p4	-174637.5	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	68	404.977814	3.70041422858173E-121	No_custom_HMM	No_custom_HMM	No_custom_HMM	68	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KEPAAQCL_CDS_0027	19669	17894	-	SAMN11937831_p4	-2223609000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	3746	368.65451	6.36532356420638E-110	No_custom_HMM	No_custom_HMM	No_custom_HMM	3746	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KEPAAQCL_CDS_0028	19815	20693	+	SAMN11937831_p4	-71485.26	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	73	258.697418	1.68108758708752E-76	No_custom_HMM	No_custom_HMM	No_custom_HMM	73	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head scaffolding protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KEPAAQCL_CDS_0029	20693	21697	+	SAMN11937831_p4	-377203.5	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	70	349.489471	3.99340965323723E-104	No_custom_HMM	No_custom_HMM	No_custom_HMM	70	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KEPAAQCL_CDS_0030	21708	22424	+	SAMN11937831_p4	-315766.2	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	74	241.962799	1.19433356067616E-71	No_custom_HMM	No_custom_HMM	No_custom_HMM	74	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MSRIRDDZ_CDS_0012	5491	6336	+	SAMN12057805_p2	-156531	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	370	278.00058	2.40449910288022E-82	No_custom_HMM	No_custom_HMM	No_custom_HMM	370	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MSRIRDDZ_CDS_0014	8023	10110	+	SAMN12057805_p2	-24466520000000	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	156	654.125916	4.99254728845495E-196	No_custom_HMM	No_custom_HMM	No_custom_HMM	156	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MSRIRDDZ_CDS_0030	19549	20754	+	SAMN12057805_p2	-8465731	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	334	468.483551	3.24803979905059E-140	No_custom_HMM	No_custom_HMM	No_custom_HMM	334	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MSRIRDDZ_CDS_0031	20769	21149	+	SAMN12057805_p2	-123.2273	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	486	154.176437	4.61470635658055E-45	No_custom_HMM	No_custom_HMM	No_custom_HMM	486	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MSRIRDDZ_CDS_0033	21674	22273	+	SAMN12057805_p2	-14774.82	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	437	189.359665	1.11748655175791E-55	No_custom_HMM	No_custom_HMM	No_custom_HMM	437	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MSRIRDDZ_CDS_0034	22273	22902	+	SAMN12057805_p2	-13606.02	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	399	210.9702	3.23241181771791E-62	No_custom_HMM	No_custom_HMM	No_custom_HMM	399	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
